Artist,Song,Song Popularity,Artist Popularity,Featured Artist,Featured Artist Popularity,Track ID,Album Name,Release Date,Duration (ms),Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
The Curly,24th & Lake (feat. Cory Henry & Robert Sput Searight),12,29,Curly,39.0,6uPjhxRjo2uNf9EnFyOi8B,Curly,2023-07-28,349243.0,False,0.661,0.561,10.0,-8.97,0.0,0.0501,0.0638,0.878,0.107,0.496,175.877
The Curly,Leap Frog - Take 9 / Complete,12,29,Charlie Parker,53.0,2fc4nz4WaN1108Jf7NUASi,Bird And Diz Expanded Edition,1952-07-01,129560.0,False,0.467,0.684,5.0,-10.42,1.0,0.0978,0.263,1.11e-05,0.294,0.733,79.638
The Curly,Sweeter (feat. Cory Henry) (Extended Version),10,29,Curly,39.0,6BHJqet8xjBXgs3lNV21ye,Curly,2023-07-28,572743.0,False,0.709,0.261,7.0,-12.131,0.0,0.0574,0.569,0.476,0.113,0.24,119.992
The Curly,Relaxing With Lee - Take 4 / Take 2 / Alternate Take,14,29,Charlie Parker,53.0,1bNQ73KbJRMjGLjHXIeHua,Bird And Diz Expanded Edition,1952-07-01,239493.0,False,0.504,0.401,6.0,-11.289,1.0,0.0386,0.543,2.24e-05,0.243,0.666,167.84
The Curly,Girl With Curly Colored Hair,11,29,,,2S6H8IIci6CGpvremYRd3Z,Girl With Curly Colored Hair,2024-09-20,170293.0,False,0.455,0.834,0.0,-8.005,1.0,0.0453,0.0046,5.4e-06,0.309,0.454,162.019
The Curly,LIKE A MACK,15,29,Curly Fryz,39.0,6blXlArC846rWaPsOkn7cG,HITNRUN Phase One,2015-09-14,244706.0,False,0.873,0.736,1.0,-5.558,1.0,0.162,0.00343,2.34e-06,0.25,0.367,102.219
The Curly,Leap Frog - Take 8 / Take 4 / Alternate Take,12,29,Charlie Parker,53.0,1s3mkUlwWlTkt1GF7pAUBL,Bird And Diz Expanded Edition,1952-07-01,124333.0,False,0.437,0.663,5.0,-10.105,1.0,0.116,0.45,0.000788,0.293,0.845,163.064
The Curly,Curly Haired Baby,8,29,,,6OWvhdP395TcpGOfjugm5R,The Original Recordings,2008-05-26,166320.0,False,0.711,0.532,11.0,-13.778,1.0,0.0403,0.319,0.903,0.142,0.96,123.452
Cuervo Cuervo,Breaking Me,38,38,lAwMe,16.0,6PCEjT3ASO9HgX66oAG808,Breaking Me,2024-06-14,129658.0,False,0.647,0.969,7.0,-2.168,1.0,0.306,0.0218,0.0,0.126,0.539,152.038
Cuervo Cuervo,"Living Life, In The Night - Techno Remix",32,38,Blaze U,57.0,46F3kj5QABouMEl5NPChrS,Living Life In The Night Techno Remix,2023-12-08,93350.0,True,0.566,0.85,10.0,-5.108,0.0,0.223,0.0586,4.15e-05,0.165,0.639,149.766
Cuervo Cuervo,Maniac,28,38,Stephen Geisler,8.0,7Lo2L1NitX6c78UkhvZbj3,Maniac,2024-01-26,134794.0,False,0.604,0.858,7.0,-6.656,0.0,0.352,0.344,0.0,0.658,0.304,146.094
Cuervo Cuervo,Atitlan,29,38,,,7klE57z60wdMFaiVEO8t5r,Fuera del Tiempo Postales de una Pausa,2020-08-07,156026.0,False,0.765,0.683,7.0,-10.515,1.0,0.0625,0.745,0.866,0.0915,0.499,133.986
Cuervo Cuervo,Side B,34,38,,,5azD8GFN5WpmBV267tOGBC,Side B,2023-12-31,180512.0,False,0.836,0.398,9.0,-12.491,0.0,0.0538,0.846,0.565,0.098,0.516,116.986
Cuervo Cuervo,Tusongbata (Freestyle),39,38,,,6Ffu7vlKC7CFhlbBwzPqJX,Tusongbata Freestyle,2024-05-16,181587.0,True,0.578,0.311,8.0,-11.741,0.0,0.552,0.599,0.00104,0.284,0.717,76.055
Cuervo Cuervo,TiK ToK - Techno Remix,34,38,Cuervo,6.0,3LQ6J7cQUOlL4nxS3Bo8Nw,TiK ToK Techno Remix,2024-03-01,160441.0,False,0.719,0.858,2.0,-4.101,0.0,0.252,0.0137,0.0,0.588,0.656,75.0
Cuervo Cuervo,Eterno,18,38,,,7kCdNsP1KpfvS8T7HSuw0a,Infection,2024-07-09,339664.0,False,0.707,0.575,1.0,-15.703,1.0,0.0424,0.016,0.865,0.36,0.218,124.984
Cuervo Cuervo,Elegant House,18,38,,,6oiPlOirqSNny185fGYk37,Infection,2024-07-09,199409.0,False,0.696,0.454,4.0,-15.902,1.0,0.0313,0.227,0.679,0.227,0.0377,105.026
Cuervo Cuervo,Musiquita,30,38,Loli Cosmica,43.0,64XMBhR1WmgX8B3ErSYOQI,Musiquita,2024-04-19,345012.0,False,0.556,0.53,6.0,-10.519,0.0,0.0403,0.81,0.00523,0.108,0.418,160.178
Cuervo Cuervo,Ibiza,18,38,,,6uPvaXstKCNxmYlcpmfutw,Infection,2024-07-09,157090.0,False,0.623,0.597,2.0,-12.034,1.0,0.0362,0.0118,0.845,0.115,0.183,110.016
Cuervo Cuervo,Flower,18,38,,,3ncSPCNWTRl3ZPrEqYvEG4,Infection,2024-07-09,186214.0,False,0.778,0.511,0.0,-15.705,0.0,0.0796,0.081,0.877,0.105,0.197,108.987
Cuervo Cuervo,Dasani,19,38,,,2Qk4bplKwO2fkGxyKwDEwN,Infection,2024-07-09,289846.0,False,0.756,0.819,4.0,-16.066,0.0,0.0522,0.00282,0.836,0.308,0.0693,129.99
Cuervo Cuervo,The Green Of The Leaves,18,38,Sophie Alice,43.0,4uWX7qkxbCfZVM6H662xjL,Septenio,2024-11-01,307415.0,False,0.565,0.457,7.0,-13.626,1.0,0.0332,0.839,0.796,0.118,0.277,89.028
Cuervo Cuervo,Any Bubbles,19,38,,,4nOY5u4ccaM3vGjDzZGAjH,Infection,2024-07-09,282000.0,False,0.654,0.559,1.0,-14.923,0.0,0.0429,5.04e-05,0.875,0.378,0.0391,120.025
Cuervo Cuervo,Summer Jam - Techno Remix,39,38,Cuervo,6.0,1LBRLk8etpWoMJ13IFq5Xf,Summer Jam Techno Remix,2024-10-25,169758.0,False,0.772,0.869,9.0,-5.845,1.0,0.0984,0.316,0.00926,0.261,0.252,74.983
Cuervo Cuervo,Legends,18,38,,,1BiCEMP3bFQ5IW1YdNjIH4,Infection,2024-07-09,283636.0,False,0.765,0.561,7.0,-18.668,1.0,0.0831,0.0018,0.915,0.105,0.077,132.014
Cuervo Cuervo,Fantasy,18,38,,,6KTMvcwOHHewu4VjgHkhxJ,Infection,2024-07-09,157288.0,False,0.754,0.545,1.0,-15.632,1.0,0.0399,0.00426,0.825,0.126,0.193,124.991
Cuervo Cuervo,Capcana,18,38,,,7JSxQ8s5RNyuVltRAcL2U7,Infection,2024-07-09,187636.0,False,0.782,0.448,1.0,-13.574,1.0,0.0766,0.107,0.796,0.108,0.2,110.051
Cuervo Cuervo,La Pastilla,18,38,,,72hxjUAaINPTFdp9AiTqpT,Infection,2024-07-09,233379.0,False,0.629,0.61,7.0,-14.853,1.0,0.0464,0.00191,0.928,0.661,0.216,145.007
Cuervo Cuervo,Waltzing In Salerno,29,38,,,5jfRsPwTNWE1VUHpjzyxEF,Waltzing In Salerno,2024-08-09,216461.0,False,0.758,0.224,9.0,-13.764,0.0,0.055,0.987,0.929,0.0988,0.306,129.888
Cuervo Cuervo,How Do You Sleep,31,38,Cuervo,6.0,0DquzsrE7SuZ7VO6tr0fES,How Do You Sleep,2024-10-04,142208.0,False,0.6,0.779,1.0,-5.454,0.0,0.0827,0.0849,0.000857,0.494,0.42,152.047
Cuervo Cuervo,(I Just) Died in Your Arms,23,38,Stephen Geisler,8.0,0gUEvs5gJXY7lady1TL0zX,I Just Died in Your Arms,2024-11-15,150403.0,False,0.597,0.99,11.0,-3.924,0.0,0.0466,0.0186,0.165,0.106,0.809,147.015
Cuervo Cuervo,Musiquita - Lagartijeando Remix,23,38,Loli Cosmica,43.0,0amNUVF2MXUQYcc8sVEpU6,Musiquita,2024-04-19,325482.0,False,0.653,0.601,6.0,-10.684,0.0,0.098,0.638,0.169,0.11,0.517,172.054
Cuervo Cuervo,Agua Mágica,15,38,Cuervo Cuervo,26.0,6bkEORrzmdzL8WUkA310t6,Agua Mágica,2024-07-12,330867.0,False,0.603,0.588,9.0,-7.825,0.0,0.0312,0.802,0.951,0.739,0.566,90.008
Cuervo Cuervo,Girls,19,38,,,0MVS2HV4LzFsUAVEofQMYn,Forever Raven,2024-04-30,135384.0,False,0.725,0.374,0.0,-16.222,0.0,0.067,0.601,0.925,0.127,0.356,150.013
Cuervo Cuervo,Looking at Me,19,38,,,1AjGgmzhK6AnVBqKLEh8WE,Forever Raven,2024-04-30,142307.0,False,0.75,0.412,10.0,-20.237,1.0,0.0611,0.0588,0.858,0.0555,0.714,150.015
Cuervo Cuervo,Paredes Blancas,23,38,,,1yNGGBCTuZlkm6nqR2cdQ3,El Cuervo de Poe,2005-05-15,200506.0,False,0.498,0.87,4.0,-5.688,0.0,0.2,0.0932,0.0,0.0454,0.269,79.707
Cuervo Cuervo,Raven Ways - Cuervo Cuervo Remix,15,38,Maitreya Wolf,13.0,2duVK39s9KXI84ojC4Gxuz,Flowers from the Fire The Remixes,2022-06-17,294857.0,False,0.735,0.404,4.0,-11.001,0.0,0.0423,0.395,0.251,0.146,0.286,140.039
